"","Astrocytes","Neurons","Proliferating","Progs.","RG","Mural","Myeloid","Endothelial","SYMBOL"
"SUMO1","3.026224","2.756856","4.455934","2.179341","3.468288","3.309250","2.218407","1.984152","SUMO1"
"EEF1B2"," 7.417832"," 4.285558"," 9.416925"," 3.768585","10.405192"," 9.737594"," 7.237637"," 5.052298","EEF1B2"
"KLF7","0.11538462","0.55758684","0.10402477","0.06983818","0.14426553","0.04287416","0.06043956","0.13787639","KLF7"
"IDH1","0.3671329","0.9502742","1.0280702","0.5571237","1.1782780","1.3100437","0.2651099","0.2393027","IDH1"
"ATIC","0.3339161","0.2244973","0.4117647","0.2096362","0.3371673","0.3259230","0.3145604","0.0681458","ATIC"
"FN1","0.9265734","0.6928702","1.0565531","0.9306485","4.7845876","2.0897181","0.3076923","1.2345483","FN1"
"RPL37A","36.76399","26.78391","41.66295","20.84901","55.86165","47.57642","34.55357","24.82409","RPL37A"
"IGFBP5","1.46678322","0.52029250","0.55005160","0.29139798","1.46401577","1.33306868","0.06868132","0.28050713","IGFBP5"
"BCS1L","0.13286713","0.14844607","0.23343653","0.09283368","0.15905357","0.15204446","0.12912088","0.09350238","BCS1L"
"DNPEP","0.2097902","0.1791590","0.3155831","0.1717971","0.3887611","0.3509329","0.2692308","0.2107765","DNPEP"
"GMPPA","0.11363636","0.08190128","0.19772962","0.07908505","0.26372001","0.40770147","0.14560440","0.07923930","GMPPA"
"OBSL1","0.19055944","0.19378428","0.36862745","0.20574279","0.51593822","0.44739976","0.37774725","0.06973059","OBSL1"
"AC079834.2","0.003496503","0.003656307","0.005159959","0.005110111","0.007394019","0.005160778","0.001373626","0.009508716","AC079834.2"
"MFF","0.6258741","0.6676417","0.9149639","0.4075922","0.8519553","0.8852719","0.4436813","0.4167987","MFF"
"NCL","2.076923","1.664717","3.724665","1.604453","2.657739","2.402541","1.619505","1.128368","NCL"
"PTMA","27.41259","27.13272","45.10031","22.48984","28.87151","19.51846","21.33929","14.21712","PTMA"
"COPS9","2.206294","1.977331","2.695975","1.330697","3.112553","2.256848","1.211538","1.877971","COPS9"
"DUSP28","0.06818182","0.06508227","0.07162023","0.02993065","0.06260269","0.06073839","0.05631868","0.03328051","DUSP28"
"PPP1R7","0.2779720","0.2994516","0.5331269","0.2169364","0.4051922","0.5323541","0.3324176","0.1743265","PPP1R7"
"HDLBP","0.7552448","0.5414991","0.9436533","0.4083222","1.3120276","1.4545455","0.3557692","0.4992076","HDLBP"
"DTYMK","0.8618881","0.4383912","2.0136223","0.4986008","0.7564903","0.5740373","0.4491758","0.3232964","DTYMK"
"TRNT1","0.14685315","0.08190128","0.12961816","0.07506996","0.12044035","0.11036125","0.07005495","0.07131537","TRNT1"
"BRK1","3.910839","3.423035","3.765944","1.855579","5.011995","3.970623","1.910714","3.507132","BRK1"
"SEC13","0.3793706","0.3839122","0.6625387","0.2940747","0.8358528","1.1564113","0.4780220","0.5594295","SEC13"
"RPL32","51.45629","31.95137","52.49123","25.17739","67.84144","53.70941","42.53709","33.27417","RPL32"
"LSM3","1.0891608","0.6723949","1.5597523","0.6455773","1.0013145","0.9229853","1.0508242","0.4469097","LSM3"
"METTL6","0.09440559","0.08957952","0.11929825","0.05998297","0.11173184","0.09964272","0.04807692","0.05071315","METTL6"
"RFTN1","0.043706294","0.031078611","0.036945304","0.014356978","0.079033848","0.087336245","0.008241758","0.061806656","RFTN1"
"RPL15","57.92133","36.85594","57.60702","27.88539","79.19060","60.51687","40.65110","36.47544","RPL15"
"CRTAP","0.9755245","0.4449726","0.8076367","0.3454192","1.7555044","1.3914252","0.2747253","0.9968304","CRTAP"
"TRANK1","0.005244755","0.013893967","0.029308566","0.009003528","0.074761748","0.087733227","0.008241758","0.004754358","TRANK1"
"CTDSPL","0.18006993","0.13491773","0.23054696","0.10037717","0.36526454","0.22747122","0.06730769","0.34231379","CTDSPL"
"RPSA","27.28671","18.49506","30.97503","15.15513","35.98505","28.20365","20.84478","14.13946","RPSA"
"EIF1B","1.3269231","1.9085923","1.9331269","0.9008395","1.8984555","1.5291782","1.5357143","0.7527734","EIF1B"
"RPL14","20.52972","13.35795","24.42807","10.93333","30.86296","26.04407","20.53846","12.87639","RPL14"
"TRAK1","0.15384615","0.27312614","0.15252838","0.08346514","0.18238580","0.09884875","0.03296703","0.08240887","TRAK1"
"NKTR","0.5804196","0.6025594","0.7192982","0.4189074","0.7913244","0.4739976","0.2692308","0.3502377","NKTR"
"TMIE","0.001748252","0.003656307","0.003302374","0.002068378","0.006901084","0.001190949","0.000000000","0.003169572","TMIE"
"DHX30","0.3461538","0.3700183","0.4674923","0.2428519","0.4076569","0.2743152","0.1593407","0.2408875","DHX30"
"TMA7","6.860140","5.173309","8.751290","4.533763","9.487677","8.233823","4.620879","5.385103","TMA7"
"PRKAR2A","0.3671329","0.3740402","0.3690402","0.2050128","0.4746960","0.3497420","0.2156593","0.2868463","PRKAR2A"
"WDR6","0.2447552","0.3071298","0.3347781","0.1984426","0.4324680","0.2981342","0.1263736","0.1664025","WDR6"
"IMPDH2","2.608392","1.508592","2.815273","1.297846","3.603845","3.455339","2.565934","1.153724","IMPDH2"
"QARS","1.4982517","1.1118830","1.5192982","0.7846453","1.7058824","1.1425169","1.1387363","0.8098257","QARS"
"LAMB2","0.06818182","0.05009141","0.08792570","0.05718457","0.18370030","0.19253672","0.02884615","0.10142631","LAMB2"
"KLHDC8B","0.3846154","0.3484461","0.4631579","0.2803261","0.7839303","0.8134180","0.3640110","0.2947702","KLHDC8B"
"RHOA","2.358392","1.546984","2.972549","1.303200","2.807263","3.162366","1.619505","2.269414","RHOA"
"NPRL2","0.13811189","0.15246801","0.17420021","0.08930527","0.16973382","0.15561731","0.25000000","0.07606973","NPRL2"
"TMEM115","0.1730769","0.1495430","0.2134159","0.1017155","0.2249425","0.2477173","0.1140110","0.1283677","TMEM115"
"PCBP4","1.02622378","2.33930530","0.59525284","0.34554082","0.67909957","0.32552600","0.07692308","0.24405705","PCBP4"
"ABHD14B","0.11713287","0.05557587","0.11434469","0.06144300","0.20719685","0.22667725","0.16346154","0.16798732","ABHD14B"
"RPL29","31.55769","18.61463","32.84355","15.16182","40.10943","32.66256","26.79258","20.55309","RPL29"
"GLT8D1","0.3024476","0.2321755","0.4427245","0.2102446","0.3853105","0.4204049","0.1167582","0.1315372","GLT8D1"
"TKT","2.1520979","1.6065814","1.9636739","1.1749605","1.8072626","1.5069472","3.0219780","0.8827258","TKT"
"ARF4","1.0524476","1.2530165","1.5217750","0.8278379","1.7701282","2.7252878","2.4642857","0.8335975","ARF4"
"C3orf14","0.39510490","0.64570384","0.42146543","0.20270106","0.31942162","0.26200873","0.09065934","0.13153724","C3orf14"
"ADAMTS9","0.09090909","0.14369287","0.24251806","0.12629274","0.68271443","0.85351330","0.04258242","0.24881141","ADAMTS9"
"RYBP","0.2185315","0.2413163","0.2786378","0.1518433","0.4002629","0.2921794","0.1483516","0.3692552","RYBP"
"CMSS1","0.5839161","0.4307130","1.1525284","0.4243825","0.5879067","0.5267963","0.6538462","0.3058637","CMSS1"
"TMEM45A","0.2097902","0.1736746","0.3673891","0.1794622","0.6983240","1.1266376","0.1002747","0.1648177","TMEM45A"
"TFG","0.4912587","0.4548446","0.7799794","0.3423774","0.7609267","1.0476380","0.4230769","0.3454834","TFG"
"PCNP","1.3041958","1.3396709","1.9826625","1.0878452","1.5553730","1.5557761","1.7802198","0.8510301","PCNP"
"RPL24","19.25699","14.07934","20.34489","11.37827","24.80529","19.29496","23.39011","11.45642","RPL24"
"CCDC80","0.16608392","0.11773309","0.33952528","0.15281664","0.69569504","0.64152441","0.02472527","0.12995246","CCDC80"
"ZBTB20","0.44405594","0.80292505","0.33457172","0.20854119","0.41094315","0.20722509","0.02335165","0.15213946","ZBTB20"
"TIMMDC1","0.4230769","0.3634369","0.5808050","0.2688892","0.5749261","0.5748313","0.2692308","0.2963550","TIMMDC1"
"FSTL1","0.5454545","0.4244973","0.7764706","0.4910573","1.2891883","1.0131004","0.2280220","0.6117274","FSTL1"
"IQCB1","0.12062937","0.09542962","0.18224974","0.10074218","0.14656589","0.09884875","0.07417582","0.07448494","IQCB1"
"FAM162A","0.5454545","0.5857404","0.7302374","0.5917995","0.6355570","0.7733227","1.1456044","0.2678288","FAM162A"
"PLXNA1","0.11013986","0.21535649","0.13085655","0.07287991","0.17663490","0.09884875","0.03021978","0.03328051","PLXNA1"
"SEC61A1","0.4685315","0.4043876","0.4705882","0.2635357","0.7413736","0.7240969","0.2541209","0.3819334","SEC61A1"
"COPG1","0.09790210","0.10932358","0.11805986","0.06521475","0.18419323","0.26042080","0.08104396","0.08716323","COPG1"
"AMOTL2","0.21678322","0.17989031","0.19711042","0.11035406","0.25123234","0.23818976","0.01923077","0.06973059","AMOTL2"
"ANAPC13","1.0227273","1.0182815","1.2291022","0.5982480","1.2610910","1.2878126","0.4354396","0.7670365","ANAPC13"
"ZBTB38","0.08216783","0.05594150","0.05159959","0.02810561","0.07870523","0.06431123","0.01098901","0.05546751","ZBTB38"
"RNF7","1.853147","1.440585","1.997523","1.031512","2.706540","2.357682","1.263736","1.513471","RNF7"
"PCOLCE2","0.092657343","0.028519196","0.042311662","0.030660664","0.079691094","0.036125447","0.021978022","0.003169572","PCOLCE2"
"U2SURP","0.5209790","0.4786106","0.7789474","0.3744981","0.5902070","0.4696308","0.2967033","0.2440571","U2SURP"
"CHST2","0.04720280","0.10420475","0.24747162","0.10743399","0.36871508","0.22389837","0.20879121","0.04912837","CHST2"
"PLSCR1","0.13636364","0.08043876","0.17420021","0.09259034","0.18139993","0.16196904","0.18131868","0.16798732","PLSCR1"
"GYG1","0.3671329","0.2347349","0.2918473","0.1854240","0.4912915","0.3175863","0.2390110","0.3549921","GYG1"
"WWTR1","0.34615385","0.09177331","0.14943240","0.08431683","0.24778179","0.16395395","0.02060440","0.58320127","WWTR1"
"TSC22D2","0.17832168","0.15063985","0.17172343","0.07945005","0.23989484","0.19491862","0.09340659","0.09825674","TSC22D2"
"SERP1","2.176573","1.522121","2.389267","1.269619","3.046500","2.966256","2.449176","1.755943","SERP1"
"EIF2A","0.5541958","0.4179159","0.5541796","0.2619540","0.5706540","0.6157205","0.6744505","0.2773376","EIF2A"
"SELENOT","0.7360140","0.6570384","0.8757482","0.4627084","0.7282287","0.9694323","0.5109890","0.5134707","SELENOT"
"SSR3","1.2937063","0.8723949","1.5042312","0.7070203","2.5041078","2.5668916","1.1428571","0.8827258","SSR3"
"LXN","0.03146853","0.02120658","0.14262126","0.03066066","0.06391719","0.09448194","0.47939560","0.37242472","LXN"
"NMD3","0.2115385","0.2446069","0.2423117","0.1461248","0.3527769","0.5641127","0.2500000","0.1600634","NMD3"
"SEC62","0.9038462","1.1020110","1.2970072","0.6802531","1.4334538","1.7078206","0.8173077","0.7258320","SEC62"
"SKIL","0.3601399","0.5104205","0.4879257","0.3687797","0.5312192","0.4751886","0.2541209","0.2678288","SKIL"
"RPL22L1","1.0122378","0.4497258","1.0140351","0.5535953","1.1730200","1.0285828","0.9780220","0.3565769","RPL22L1"
"EIF5A2","0.05944056","0.03400366","0.05180599","0.02457720","0.04321393","0.02897975","0.05631868","0.02377179","EIF5A2"
"MRPL47","0.5472028","0.5429616","0.9455108","0.4162307","0.6945449","0.6855895","0.5123626","0.3011094","MRPL47"
"DNAJC19","0.9353147","0.6285192","1.0904025","0.5382650","0.9709169","0.7852322","0.5054945","0.4770206","DNAJC19"
"DCUN1D1","0.2762238","0.2043876","0.2961816","0.1383380","0.3041407","0.2346169","0.1950549","0.1648177","DCUN1D1"
"DVL3","0.2377622","0.2661792","0.3038184","0.1396764","0.3197502","0.2635967","0.1030220","0.1347068","DVL3"
"POLR2H","0.5402098","0.4471664","0.8765738","0.4325344","0.7244496","0.6447003","0.6140110","0.3391442","POLR2H"
"SENP2","0.14510490","0.17367459","0.20619195","0.10244555","0.19520210","0.14291385","0.09752747","0.08874802","SENP2"
"EIF4A2","2.554196","3.548080","2.980805","1.803747","4.242852","4.375149","3.608516","1.950872","EIF4A2"
"HES1","2.3933566","0.5491773","1.5576883","1.1110841","1.8038120","1.2961493","0.4739011","1.1204437","HES1"
"TNK2","0.05244755","0.04753199","0.05077399","0.03102567","0.07739073","0.02977372","0.02747253","0.09191759","TNK2"
"SENP5","0.2465035","0.2365631","0.3062951","0.1584134","0.3253368","0.2524811","0.1277473","0.2155309","SENP5"
"RPL35A","31.56818","20.32541","30.85366","16.79268","40.07673","31.69274","28.57280","18.55784","RPL35A"
"ATP5ME","5.486014","4.267642","6.399381","3.587298","6.950049","6.653831","5.326923","4.137876","ATP5ME"
"C4orf48","1.853147","3.408775","2.397523","1.364643","3.667269","3.136562","0.706044","1.507132","C4orf48"
"MXD4","0.5786713","0.4756856","0.3620227","0.2190047","1.0093658","0.8634379","0.3008242","0.3898574","MXD4"
"CYTL1","0.187062937","0.028519196","0.082352941","0.029930648","0.117647059","0.084160381","0.024725275","0.003169572","CYTL1"
"MRFAP1","1.657343","1.507861","2.097007","1.024456","2.182714","1.816594","1.137363","1.158479","MRFAP1"
"FBXL5","0.16258741","0.17404022","0.24912281","0.11023239","0.24926060","0.24970226","0.09478022","0.08082409","FBXL5"
"QDPR","0.4405594","0.3206581","0.5698658","0.2500304","0.4968781","0.4815403","0.1895604","0.2044374","QDPR"
"SLIT2","0.06118881","0.18208410","0.29226006","0.16376688","0.57837660","0.98213577","0.03846154","0.05388273","SLIT2"
"SMIM20","0.4772727","0.4201097","0.6679051","0.3371456","0.7794939","0.6419214","0.5796703","0.2852615","SMIM20"
"FAM114A1","0.04720280","0.07934186","0.19029928","0.06655311","0.50230036","0.74116713","0.03296703","0.10459588","FAM114A1"
"RFC1","0.3391608","0.2175503","0.5525284","0.2587906","0.4388761","0.3191743","0.1538462","0.1965135","RFC1"
"RPL9","30.99825","19.79890","31.15459","14.94999","40.09941","31.66574","22.50687","17.72266","RPL9"
"PDGFRA","0.05594406","0.17001828","0.34365325","0.14843655","0.84505422","0.35371179","0.04395604","0.04754358","PDGFRA"
"NOA1","0.3216783","0.2065814","0.2643963","0.1390680","0.3066053","0.2362048","0.2760989","0.1711569","NOA1"
"ADAMTS3","0.006993007","0.007312614","0.030753354","0.020562112","0.030561945","0.017070266","0.000000000","0.006339144","ADAMTS3"
"SEPT11","0.8986014","0.7283364","1.2509804","0.5556637","1.1838646","0.6915443","0.1607143","0.4025357","SEPT11"
"CCNI","6.148601","8.510420","7.095769","3.159752","7.382353","5.579595","3.554945","3.283677","CCNI"
"HNRNPD","1.5384615","1.2731261","2.9766770","1.1500183","1.9487348","1.3449782","0.6318681","0.7828843","HNRNPD"
"HNRNPDL","4.431818","4.288117","6.722807","3.006083","5.882682","4.934498","2.329670","2.045959","HNRNPDL"
"SEC31A","0.3356643","0.3338208","0.4239422","0.2362818","0.7356227","0.7892021","0.2898352","0.3090333","SEC31A"
"THAP9-AS1","0.2132867","0.2230347","0.3430341","0.1818956","0.2791653","0.2223104","0.2445055","0.1410460","THAP9-AS1"
"ABRAXAS1","0.2972028","0.1681901","0.3271414","0.1587784","0.3647716","0.2870187","0.5618132","0.2393027","ABRAXAS1"
"PYURF","1.8863636","1.0939671","1.8270382","0.9033946","1.6421295","1.6824137","0.9079670","0.9144216","PYURF"
"METAP1","0.15034965","0.10895795","0.23137255","0.10767733","0.16956950","0.21516475","0.13186813","0.08874802","METAP1"
"PPP3CA","0.27447552","0.44058501","0.34674923","0.16169850","0.67597765","0.64112743","0.09065934","0.52931854","PPP3CA"
"UBE2D3","3.622378","2.776965","4.210939","2.140163","3.724285","4.015879","2.817308","2.391442","UBE2D3"
"AC018797.2","0.06643357","0.03510055","0.08111455","0.03236403","0.06030233","0.04446209","0.07142857","0.02694136","AC018797.2"
"RPL34","49.03147","30.86910","45.69205","22.97603","59.67532","48.22231","30.27060","25.30428","RPL34"
"OSTC","2.961538","1.740037","3.437152","1.688648","5.441669","6.566892","1.563187","1.877971","OSTC"
"PANCR","0.013986014","0.027787934","0.058410733","0.030538995","0.187150838","0.080587535","0.005494505","0.129952456","PANCR"
"PITX2","0.09615385","0.23912249","0.60247678","0.18724906","1.40568518","2.26478761","0.08241758","0.17115689","PITX2"
"LARP7","0.2902098","0.2208410","0.3659443","0.1815306","0.2893526","0.2616118","0.1648352","0.1109350","LARP7"
"SNHG8","1.2115385","0.7521024","0.8546956","0.6612727","2.0060795","1.7566495","1.9780220","0.6323296","SNHG8"
"C4orf3","1.809441","1.644607","2.076987","1.271931","2.536477","2.326717","1.519231","1.597464","C4orf3"
"KIAA1109","0.09965035","0.13345521","0.11413829","0.06655311","0.14393690","0.07661771","0.03434066","0.06339144","KIAA1109"
"PGRMC2","0.3601399","0.2943327","0.5585139","0.2849495","0.5529083","0.7578404","0.3282967","0.2091918","PGRMC2"
"LSM6","1.0524476","0.6767824","1.5250774","0.6520258","1.0752547","0.7705439","0.5013736","0.4278922","LSM6"
"RPS3A","52.27448","28.93126","47.49928","23.12130","54.81761","43.95474","33.89698","21.92552","RPS3A"
"TRIM2","0.27447552","0.45996344","0.30732714","0.17958389","0.28327309","0.10520048","0.06043956","0.06814580","TRIM2"
"HMGB2"," 3.4475524"," 1.3989031","11.6807018"," 1.9490206"," 2.4235951"," 1.6955141"," 2.0206044"," 0.6830428","HMGB2"
"HAND2-AS1","0.031468531","0.070566728","0.138699690","0.037109137","0.329280315","0.484716157","0.008241758","0.030110935","HAND2-AS1"
"TENM3","0.13111888","0.21828154","0.25614035","0.14600316","0.30742688","0.14688368","0.01923077","0.01109350","TENM3"
"DCTD","0.3706294","0.2537477","0.4776058","0.2244799","0.6187972","0.6010322","0.2032967","0.3328051","DCTD"
"CASP3","0.1695804","0.4292505","0.3019608","0.1680253","0.2234637","0.1794363","0.2293956","0.1156894","CASP3"
"SLC25A4","0.2797203","0.4274223","0.3184727","0.1893174","0.2474532","0.2703454","0.2280220","0.1568938","SLC25A4"
"LPCAT1","0.20629371","0.16051188","0.19814241","0.13517460","0.20588235","0.11631600","0.07005495","0.08716323","LPCAT1"
"BASP1","1.3583916","8.5707495","3.3091847","1.6336537","3.4740388","3.6709012","0.4464286","0.4548336","BASP1"
"ZFR","0.4003497","0.4193784","0.4930857","0.2491787","0.4165297","0.3513299","0.2142857","0.1996830","ZFR"
"SUB1","3.729021","2.820110","4.283179","2.123859","4.330102","4.821358","2.167582","2.328051","SUB1"
"DNAJC21","0.2482517","0.2021938","0.3971104","0.1788539","0.3087414","0.2790790","0.2074176","0.1125198","DNAJC21"
"DAB2","0.64160839","0.07897623","0.16491228","0.09027862","0.44857049","0.51925367","0.02747253","0.78605388","DAB2"
"RPL37","26.26049","16.93455","27.04644","13.53060","34.49326","28.54823","19.92857","17.02377","RPL37"
"OXCT1","0.07867133","0.09213894","0.12218782","0.05487286","0.09940848","0.08813021","0.02472527","0.02694136","OXCT1"
"SELENOP","0.6905594","0.2138940","0.4012384","0.3760798","1.0425567","1.4398571","0.5343407","1.0982567","SELENOP"
"NDUFS4","0.9178322","0.8617916","1.2691434","0.5647889","1.3627999","1.4287416","0.5989011","0.6608558","NDUFS4"
"GPX8","0.4265734","0.2124314","0.5812178","0.2541672","0.8805455","1.5545852","0.1359890","0.2155309","GPX8"
"DIMT1","0.2150350","0.1118830","0.3003096","0.1324979","0.2011173","0.2262803","0.1868132","0.1188590","DIMT1"
"ADAMTS6","0.05769231","0.10310786","0.15975232","0.10232388","0.32730858","0.21913458","0.04395604","0.15372425","ADAMTS6"
"TRIM23","0.05244755","0.06435101","0.06130031","0.03881251","0.09053566","0.05756252","0.02197802","0.02535658","TRIM23"
"SREK1","0.4912587","0.4182815","0.6621259","0.3178002","0.6411436","0.5164748","0.2362637","0.2725832","SREK1"
